дата;температура;осадки;влажность;испаряемость;ГТК
2009-03-12;-5.067;;55.333;1.031;
2009-03-13;-1.325;5.0;80.5;0.635;
2009-03-14;-1.425;1.0;93.75;0.202;
2009-03-15;-2.1;1.7;92.0;0.244;
2009-03-16;-8.75;0.5;71.0;0.445;
2009-03-17;-13.925;;56.75;0.308;
2009-03-18;-10.3;0.8;83.25;0.21;
2009-03-19;-7.9;1.1;83.25;0.284;
2009-03-20;-10.65;;70.0;0.359;
2009-03-21;-11.1;;70.667;0.329;
2009-03-22;-7.7;;64.75;0.613;
2009-03-23;-2.4;;63.0;1.097;
2009-03-24;-0.033;2.0;88.0;0.434;
2009-03-25;-0.85;0.0;87.0;0.44;
2009-03-26;2.15;;76.5;1.006;
2009-03-27;6.525;;56.0;2.539;
2009-03-28;8.05;;51.25;3.092;
2009-03-29;4.45;;72.0;1.41;
2009-03-30;4.5;;69.75;1.529;
2009-03-31;3.35;;64.75;1.645;
2009-04-01;3.35;0.0;81.5;0.892;
2009-04-02;5.075;;78.0;1.194;
2009-04-03;7.85;;67.75;2.088;
2009-04-04;9.025;;67.0;2.292;
2009-04-05;5.625;0.0;66.25;1.899;
2009-04-06;5.2;;71.5;1.56;
2009-04-07;0.025;2.0;82.25;0.667;
2009-04-08;2.075;;67.0;1.451;
2009-04-09;3.525;1.0;77.75;1.086;
2009-04-10;0.075;0.7;67.75;1.217;
2009-04-11;0.475;;59.0;1.596;
2009-04-12;2.05;0.0;62.0;1.668;
2009-04-13;4.925;0.9;69.25;1.652;
2009-04-14;5.325;;70.25;1.641;
2009-04-15;2.025;2.0;83.5;0.723;
2009-04-16;3.725;0.0;77.5;1.114;
2009-04-17;4.9;0.1;71.0;1.556;
2009-04-18;6.65;;70.25;1.788;
2009-04-19;2.175;0.4;56.5;1.927;
2009-04-20;5.2;;37.5;3.42;
2009-04-21;10.1;;28.5;5.285;
2009-04-22;7.975;2.0;53.5;3.034;
2009-04-23;8.525;;67.0;2.225;
2009-04-24;11.725;0.0;57.25;3.459;0.0
2009-04-25;5.15;;84.0;0.873;
2009-04-26;5.075;12.0;88.25;0.638;
2009-04-27;7.15;;62.75;2.31;
2009-04-28;6.3;11.0;78.75;1.249;
2009-04-29;5.575;1.0;80.25;1.108;
2009-04-30;7.275;3.0;85.75;0.891;
2009-05-01;10.4;0.0;72.75;1.983;0.0
2009-05-02;10.5;;63.25;2.689;
2009-05-03;14.325;3.0;63.75;3.255;2.094
2009-05-04;5.15;0.0;57.75;2.23;
2009-05-05;3.475;7.0;66.5;1.577;
2009-05-06;12.0;;29.0;5.644;
2009-05-07;8.6;;44.5;3.638;
2009-05-08;12.45;;46.25;4.377;
2009-05-09;17.075;0.0;44.5;5.705;0.0
2009-05-10;18.1;;42.0;6.256;
2009-05-11;19.15;;42.25;6.536;
2009-05-12;19.55;;45.75;6.252;
2009-05-13;14.3;;47.25;4.731;
2009-05-14;10.625;;51.75;3.556;
2009-05-15;15.175;;55.0;4.217;
2009-05-16;20.05;;49.5;5.951;
2009-05-17;20.525;1.0;45.0;6.619;0.487
2009-05-18;14.825;4.9;77.0;2.118;3.305
2009-05-19;10.65;;56.5;3.21;
2009-05-20;14.4;0.0;56.75;3.898;0.0
2009-05-21;15.175;7.0;68.0;2.999;4.613
2009-05-22;6.275;3.0;84.75;0.866;
2009-05-23;5.275;0.0;77.25;1.211;
2009-05-24;5.3;1.9;80.75;1.026;
2009-05-25;5.375;0.5;52.75;2.531;
2009-05-26;9.45;;53.5;3.204;
2009-05-27;12.25;;62.25;3.041;
2009-05-28;17.225;;54.25;4.736;
2009-05-29;19.325;;52.75;5.39;
2009-05-30;19.1;;62.0;4.291;
2009-05-31;20.425;;62.75;4.463;
2009-06-01;13.225;7.6;85.0;1.315;5.747
2009-06-02;14.15;3.3;88.5;1.058;2.332
2009-06-03;13.45;13.0;92.75;0.643;9.665
2009-06-04;12.775;2.0;63.75;3.104;1.566
2009-06-05;14.0;;59.0;3.742;
2009-06-06;14.9;10.0;77.5;2.149;6.711
2009-06-07;17.025;;62.0;4.027;
2009-06-08;21.85;;48.0;6.848;
2009-06-09;23.95;;49.25;7.296;
2009-06-10;21.65;;60.75;5.125;
2009-06-11;22.425;;65.75;4.622;
2009-06-12;11.975;0.8;77.25;1.866;0.668
2009-06-13;7.95;4.0;85.75;0.928;
2009-06-14;8.625;2.6;88.5;0.78;
2009-06-15;11.775;7.6;83.25;1.359;6.454
2009-06-16;9.225;6.0;86.5;0.949;
2009-06-17;8.95;2.0;70.5;2.04;
2009-06-18;12.5;2.0;73.0;2.278;1.6
2009-06-19;13.55;;68.0;2.853;
2009-06-20;14.6;;59.25;3.834;
2009-06-21;16.325;;49.5;5.174;
2009-06-22;14.775;;57.75;4.01;
2009-06-23;17.1;1.3;65.5;3.669;0.76
2009-06-24;15.475;10.0;72.75;2.678;6.462
2009-06-25;13.675;13.7;83.5;1.481;10.018
2009-06-26;13.033;;82.333;1.533;
2009-06-27;12.725;3.4;76.0;2.049;2.672
2009-06-28;11.575;6.0;82.75;1.385;5.184
2009-06-29;11.975;2.0;81.25;1.538;1.67
2009-06-30;14.85;0.3;74.25;2.453;0.202
2009-07-01;17.15;0.3;56.5;4.487;0.175
2009-07-02;12.825;;58.5;3.448;
2009-07-03;15.3;;59.75;3.796;
2009-07-04;19.525;;58.5;4.777;
2009-07-05;20.3;0.1;66.0;4.051;0.049
2009-07-06;21.05;0.7;69.25;3.786;0.333
2009-07-07;23.25;;59.5;5.475;
2009-07-08;22.5;0.3;65.5;4.52;0.133
2009-07-09;22.85;;55.5;5.916;
2009-07-10;23.875;;55.0;6.242;
2009-07-11;20.05;5.0;71.0;3.417;2.494
2009-07-12;21.15;1.0;67.5;4.019;0.473
2009-07-13;18.775;6.6;75.25;2.754;3.515
2009-07-14;19.4;0.0;73.0;3.091;0.0
2009-07-15;18.95;5.0;77.25;2.552;2.639
2009-07-16;21.375;3.0;70.5;3.684;1.404
2009-07-17;20.975;3.0;74.25;3.16;1.43
2009-07-18;20.0;;71.75;3.322;
2009-07-19;21.225;2.0;79.0;2.605;0.942
2009-07-20;21.05;0.7;78.25;2.678;0.333
2009-07-21;21.55;1.0;74.25;3.24;0.464
2009-07-22;13.675;17.0;82.0;1.563;12.431
2009-07-23;13.975;0.9;81.0;1.676;0.644
2009-07-24;15.875;0.3;81.25;1.819;0.189
2009-07-25;16.975;3.4;86.25;1.407;2.003
2009-07-26;18.725;;79.5;2.276;
2009-07-27;20.4;;74.0;3.112;
2009-07-28;21.1;;65.25;4.288;
2009-07-29;19.225;;78.5;2.442;
2009-07-30;18.525;8.0;83.0;1.87;4.318
2009-07-31;15.133;4.0;83.667;1.528;2.643
2009-08-01;21.95;;50.0;6.4;
2009-08-02;19.075;;65.5;3.891;
2009-08-03;19.275;;74.5;2.902;
2009-08-04;20.0;9.0;80.25;2.322;4.5
2009-08-05;18.025;2.0;76.25;2.553;1.11
2009-08-06;14.9;1.0;87.0;1.202;0.671
2009-08-07;16.7;;72.0;2.827;
2009-08-08;20.15;;67.5;3.847;
2009-08-09;19.3;;70.75;3.333;
2009-08-10;18.575;;68.25;3.5;
2009-08-11;16.85;0.3;67.75;3.28;0.178
2009-08-12;14.25;3.0;72.75;2.438;2.105
2009-08-13;13.925;1.0;76.0;2.111;0.718
2009-08-14;13.925;;65.5;3.035;
2009-08-15;14.4;;69.25;2.772;
2009-08-16;16.725;;63.25;3.715;
2009-08-17;18.65;;63.0;4.093;
2009-08-18;17.775;0.0;67.0;3.506;0.0
2009-08-19;17.55;;69.0;3.259;
2009-08-20;17.8;;66.75;3.537;
2009-08-21;18.45;;65.25;3.809;
2009-08-22;19.475;;63.75;4.163;
2009-08-23;18.875;;60.75;4.387;
2009-08-24;16.975;0.4;71.0;2.967;0.236
2009-08-25;18.925;0.3;67.75;3.613;0.159
2009-08-26;19.325;;63.75;4.135;
2009-08-27;16.9;;75.75;2.472;
2009-08-28;18.325;;78.25;2.371;
2009-08-29;15.975;28.0;92.25;0.756;17.527
2009-08-30;17.2;2.4;82.0;1.861;1.395
2009-08-31;14.3;12.1;94.5;0.493;8.462
2009-09-01;8.9;6.0;90.0;0.69;
2009-09-02;8.55;0.1;70.25;2.009;
2009-09-03;10.8;0.0;75.5;1.884;0.0
2009-09-04;12.15;0.7;66.75;2.753;0.576
2009-09-05;11.35;;54.5;3.607;
2009-09-06;10.975;;57.25;3.32;
2009-09-07;11.525;;58.75;3.302;
2009-09-08;12.85;;55.25;3.847;
2009-09-09;12.725;;61.5;3.288;
2009-09-10;14.675;;68.5;2.975;
2009-09-11;16.15;;71.5;2.896;
2009-09-12;13.6;4.0;81.25;1.676;2.941
2009-09-13;13.75;;74.0;2.342;
2009-09-14;11.05;;67.5;2.534;
2009-09-15;9.725;0.4;66.0;2.46;
2009-09-16;9.875;0.0;68.5;2.299;
2009-09-17;7.65;7.0;80.25;1.263;
2009-09-18;7.5;;54.75;2.868;
2009-09-19;10.15;;54.25;3.392;
2009-09-20;11.5;;65.0;2.798;
2009-09-21;15.825;0.0;64.0;3.6;0.0
2009-09-22;13.025;;75.25;2.147;
2009-09-23;7.25;3.0;79.0;1.31;
2009-09-24;10.4;0.0;74.0;1.955;0.0
2009-09-25;13.25;0.3;75.5;2.151;0.226
2009-09-26;13.3;0.7;76.0;2.112;0.526
2009-09-27;12.15;0.8;75.0;2.07;0.658
2009-09-28;11.775;3.9;84.25;1.278;3.312
2009-09-29;8.867;;82.667;1.193;
2009-09-30;11.35;;72.75;2.16;
2009-10-01;12.25;;72.5;2.216;
2009-10-02;14.8;;63.75;3.334;
2009-10-03;16.075;;66.25;3.306;
2009-10-04;10.525;5.0;94.25;0.421;4.751
2009-10-05;10.78;0.5;74.6;1.888;0.464
2009-10-06;7.675;0.3;77.25;1.41;
2009-10-07;6.75;;74.75;1.478;
2009-10-08;9.125;;68.25;2.147;
2009-10-09;9.475;;64.75;2.433;
2009-10-10;8.725;;70.5;1.948;
2009-10-11;9.1;;66.0;2.296;
2009-10-12;7.65;0.5;67.0;2.043;
2009-10-13;2.325;;67.0;1.431;
2009-10-14;1.25;0.0;71.75;1.13;
2009-10-15;6.325;1.5;84.5;0.883;
2009-10-16;3.075;3.0;78.75;0.973;
2009-10-17;1.15;0.0;77.5;0.893;
2009-10-18;3.875;1.3;89.0;0.533;
2009-10-19;1.95;5.1;87.5;0.527;
2009-10-20;3.7;1.6;94.5;0.263;
2009-10-21;7.5;4.0;97.0;0.184;
2009-10-22;2.7;4.0;88.25;0.523;
2009-10-23;-5.275;2.0;87.75;0.277;
2009-10-24;-4.35;0.6;86.25;0.34;
2009-10-25;-1.075;10.0;97.5;0.083;
2009-10-26;-4.15;4.0;88.0;0.303;
2009-10-27;-9.0;;81.25;0.279;
2009-10-28;-6.475;0.7;80.5;0.389;
2009-10-29;-7.575;;85.25;0.26;
2009-10-30;-5.4;0.0;92.25;0.173;
2009-10-31;-2.45;;82.5;0.517;
2009-11-01;-0.7;;76.75;0.824;
2009-11-02;3.025;3.5;90.75;0.436;
2009-11-03;0.675;;86.5;0.534;
2009-11-04;-0.5;11.0;94.5;0.198;
2009-11-05;-5.975;0.2;82.5;0.38;
2009-11-06;-15.875;0.0;78.75;0.106;
2009-11-07;-16.525;;77.5;0.097;
2009-11-08;-16.25;;77.5;0.103;
2009-11-09;-14.85;;75.0;0.155;
2009-11-10;-15.65;;83.75;0.085;
2009-11-11;-15.375;;88.75;0.063;
2009-11-12;-14.7;;81.25;0.119;
2009-11-13;-15.075;;80.0;0.118;
2009-11-14;-14.475;;77.5;0.15;
2009-11-15;-11.275;2.0;86.75;0.15;
2009-11-16;-5.675;2.9;91.75;0.185;
2009-11-17;-5.3;3.0;92.75;0.169;
2009-11-18;-6.225;0.6;96.25;0.079;
2009-11-19;-3.6;1.3;95.75;0.117;
2009-11-20;-5.325;0.2;81.5;0.43;
2009-11-21;-7.25;;85.0;0.284;
2009-11-22;-6.0;6.0;92.25;0.168;
2009-11-23;-0.375;2.0;88.25;0.428;
2009-11-24;-7.175;0.3;82.0;0.343;
2009-11-25;-7.5;0.5;89.5;0.193;
2009-11-26;-0.375;2.4;94.667;0.194;
2009-11-27;-0.05;5.0;97.0;0.112;
2009-11-28;-1.1;0.0;91.0;0.308;
2009-11-29;-1.975;0.3;94.75;0.167;
2009-11-30;-0.15;0.8;89.75;0.38;
2009-12-01;0.2;3.9;91.5;0.313;
2009-12-02;-15.3;0.9;76.333;0.129;
2009-12-03;-17.95;0.0;74.75;0.073;
2009-12-04;-4.625;7.0;87.5;0.301;
2009-12-05;-3.825;4.0;89.75;0.267;
2009-12-06;-9.475;2.4;89.25;0.15;
2009-12-07;-23.125;0.8;83.75;0.003;
2009-12-08;-28.675;0.2;86.0;0.011;
2009-12-09;-25.825;0.3;86.5;0.001;
2009-12-10;-20.975;1.6;87.25;0.012;
2009-12-11;-22.4;1.0;88.75;0.004;
2009-12-12;-18.4;4.0;88.75;0.028;
2009-12-13;-17.625;0.3;86.25;0.043;
2009-12-14;-17.875;;77.5;0.066;
2009-12-15;-11.3;;69.25;0.335;
2009-12-16;-8.025;;56.75;0.724;
2009-12-17;-9.475;0.6;72.75;0.381;
2009-12-18;-21.225;;88.75;0.009;
2009-12-19;-21.425;0.4;92.5;0.006;
2009-12-20;-12.65;2.3;97.5;0.022;
2009-12-21;-18.4;2.0;92.5;0.019;
2009-12-22;-31.5;;87.0;0.032;
2009-12-23;-34.767;;85.333;0.081;
2009-12-24;-30.267;0.0;84.667;0.025;
2009-12-25;-27.625;1.1;86.25;0.006;
2009-12-26;-11.35;4.0;91.25;0.095;
2009-12-27;-12.4;3.0;95.75;0.039;
2009-12-28;-28.725;0.0;85.0;0.012;
2009-12-29;-20.85;3.0;92.5;0.008;
2009-12-30;-7.1;4.0;96.5;0.065;
2009-12-31;-27.225;1.0;86.0;0.004;
2010-01-01;-30.775;;85.5;0.028;
2010-01-02;-30.875;;79.5;0.041;
2010-01-03;-29.525;;83.5;0.02;
2010-01-04;-23.9;;74.75;0.002;
2010-01-05;-23.375;;65.0;0.005;
2010-01-06;-27.175;;72.5;0.008;
2010-01-07;-31.15;;74.75;0.055;
2010-01-08;-32.2;;80.0;0.06;
2010-01-09;-32.375;;82.25;0.056;
2010-01-10;-27.725;0.0;80.0;0.009;
2010-01-11;-15.525;7.5;91.25;0.046;
2010-01-12;-12.55;1.3;91.0;0.081;
2010-01-13;-20.775;;87.5;0.013;
2010-01-14;-14.075;0.4;85.0;0.104;
2010-01-15;-14.45;2.0;88.5;0.074;
2010-01-16;-23.275;;86.25;0.002;
2010-01-17;-29.5;0.4;84.75;0.018;
2010-01-18;-34.325;;81.75;0.092;
2010-01-19;-33.457;;82.714;0.072;
2010-01-20;-29.8;;86.429;0.018;
2010-01-21;-27.512;0.0;85.375;0.005;
2010-01-22;-25.8;;88.75;0.0;
2010-01-23;-19.2;;90.0;0.02;
2010-01-24;-21.8;;90.0;0.006;
2010-01-25;-20.533;0.0;87.5;0.014;
2010-01-26;-26.2;0.6;81.286;0.002;
2010-01-27;-30.362;;77.125;0.038;
2010-01-28;-24.65;;62.625;0.0;
2010-01-29;-23.743;;64.286;0.003;
2010-01-30;-20.3;;72.5;0.035;
2010-01-31;-19.25;;78.75;0.041;
2010-02-01;-21.929;;82.286;0.011;
2010-02-02;-23.786;;79.429;0.002;
2010-02-03;-24.06;;72.0;0.002;
2010-02-04;-23.588;0.0;74.25;0.003;
2010-02-05;-24.05;;78.75;0.001;
2010-02-06;-26.05;0.4;85.625;0.001;
2010-02-07;-28.875;0.3;85.25;0.014;
2010-02-08;-29.9;;82.125;0.028;
2010-02-09;-29.9;;84.75;0.024;
2010-02-10;-27.488;;78.625;0.009;
2010-02-11;-23.588;;71.875;0.004;
2010-02-12;-25.125;;78.625;0.0;
2010-02-13;-23.062;1.0;85.125;0.004;
2010-02-14;-17.375;1.1;87.5;0.047;
2010-02-15;-15.975;0.0;90.625;0.049;
2010-02-16;-10.6;0.4;81.5;0.247;
2010-02-17;-7.9;;63.125;0.693;
2010-02-18;-4.186;2.0;82.857;0.477;
2010-02-19;-15.7;2.0;82.875;0.095;
2010-02-20;-19.762;0.5;82.625;0.031;
2010-02-21;-14.05;2.4;76.75;0.179;
2010-02-22;-26.788;;72.125;0.006;
2010-02-23;-28.025;;76.75;0.014;
2010-02-24;-27.6;;77.5;0.01;
2010-02-25;-25.875;0.0;74.25;0.001;
2010-02-26;-23.762;;68.5;0.003;
2010-02-27;-19.762;;61.25;0.068;
2010-02-28;-17.362;1.4;83.75;0.061;
2010-03-01;-14.143;5.0;82.143;0.122;
2010-03-02;-20.938;0.0;82.5;0.017;
2010-03-03;-20.55;2.0;87.625;0.014;
2010-03-04;-14.714;4.0;92.143;0.048;
2010-03-05;-16.143;0.0;81.571;0.084;
2010-03-06;-13.55;;79.625;0.155;
2010-03-07;-11.3;;66.875;0.361;
2010-03-08;-5.8;;67.625;0.693;
2010-03-09;-1.438;2.0;90.125;0.318;
2010-03-10;-2.5;2.9;92.125;0.231;
2010-03-11;-7.225;1.3;89.375;0.195;
2010-03-12;-7.938;9.0;96.75;0.055;
2010-03-13;-8.625;2.0;88.25;0.183;
2010-03-14;-5.325;0.0;76.0;0.539;
2010-03-15;-2.412;1.0;79.25;0.615;
2010-03-16;-0.525;0.9;98.125;0.065;
2010-03-17;-3.2;0.4;93.286;0.185;
2010-03-18;-2.538;7.0;91.875;0.238;
2010-03-19;-4.35;0.9;67.75;0.799;
2010-03-20;-5.512;0.0;70.75;0.645;
2010-03-21;-9.438;0.0;85.25;0.207;
2010-03-22;-10.962;;87.125;0.147;
2010-03-23;-9.075;;76.125;0.352;
2010-03-24;0.862;;84.5;0.602;
2010-03-25;0.55;0.8;76.75;0.881;
2010-03-26;-0.663;;76.375;0.813;
2010-03-27;-0.938;0.0;87.375;0.424;
2010-03-28;-8.137;2.5;88.0;0.198;
2010-03-29;-5.025;2.0;82.25;0.411;
2010-03-30;-6.625;;78.0;0.431;
2010-03-31;-2.2;0.6;91.25;0.264;
2010-04-01;-0.55;;83.75;0.583;
2010-04-02;0.043;0.2;94.143;0.22;
2010-04-03;-0.237;;83.375;0.612;
2010-04-04;0.688;2.0;89.375;0.421;
2010-04-05;0.475;4.0;94.625;0.209;
2010-04-06;-4.9;;66.25;0.818;
2010-04-07;-7.217;;70.833;0.553;
2010-04-08;-6.257;0.0;66.143;0.714;
2010-04-09;-5.85;;51.333;1.071;
2010-04-10;-5.575;;56.75;0.979;
2010-04-11;-4.45;;65.0;0.887;
2010-04-12;-1.463;0.6;65.0;1.163;
2010-04-13;1.712;;58.375;1.782;
2010-04-14;3.262;0.2;81.875;0.869;
2010-04-15;2.388;;82.375;0.793;
2010-04-16;1.729;23.0;93.714;0.269;
2010-04-17;3.675;;78.25;1.073;
2010-04-18;3.438;0.0;82.5;0.849;
2010-04-19;4.743;;67.571;1.721;
2010-04-20;8.0;9.0;75.0;1.634;
2010-04-21;9.525;;60.5;2.825;
2010-04-22;7.225;;58.875;2.562;
2010-04-23;6.843;;47.286;3.207;
2010-04-24;7.975;;53.375;3.042;
2010-04-25;12.4;;46.0;4.532;
2010-04-26;15.9;;45.875;5.432;
2010-04-27;19.0;;36.75;7.347;
2010-04-28;16.312;;53.625;4.749;
2010-04-29;13.95;2.0;60.625;3.584;1.434
2010-04-30;6.8;3.0;58.143;2.54;
2010-05-01;10.35;;48.0;3.773;
2010-05-02;9.788;0.3;66.25;2.372;
2010-05-03;9.225;15.0;54.5;3.095;
2010-05-04;5.312;14.0;76.0;1.28;
2010-05-05;7.438;;66.375;2.054;
2010-05-06;8.825;;65.875;2.267;
2010-05-07;9.875;;58.375;2.94;
2010-05-08;9.812;3.0;70.125;2.102;
2010-05-09;6.025;;61.5;2.152;
2010-05-10;5.25;;55.125;2.384;
2010-05-11;1.475;0.0;64.25;1.455;
2010-05-12;1.488;10.0;93.5;0.265;
2010-05-13;6.9;4.0;65.25;2.053;
2010-05-14;11.712;;54.875;3.531;
2010-05-15;12.038;;59.375;3.236;
2010-05-16;16.312;;57.75;4.187;
2010-05-17;10.35;4.0;79.375;1.497;3.865
2010-05-18;2.888;0.0;77.625;1.01;
2010-05-19;1.288;0.6;76.25;0.953;
2010-05-20;3.162;;68.75;1.439;
2010-05-21;3.8;0.0;66.0;1.637;
2010-05-22;5.675;;62.0;2.076;
2010-05-23;10.362;;53.875;3.349;
2010-05-24;10.625;;55.25;3.298;
2010-05-25;10.825;;50.0;3.726;
2010-05-26;18.15;;47.25;5.703;
2010-05-27;20.85;;41.625;7.126;
2010-05-28;17.212;11.0;70.875;3.013;6.391
2010-05-29;18.825;3.0;61.5;4.294;1.594
2010-05-30;19.162;;53.0;5.323;
2010-05-31;13.343;;60.143;3.402;
2010-06-01;11.26;;56.8;3.408;
2010-06-02;14.275;;61.75;3.54;
2010-06-03;16.975;;55.875;4.665;
2010-06-04;16.938;2.0;63.5;3.852;1.181
2010-06-05;14.112;2.0;65.75;3.144;1.417
2010-06-06;15.913;;58.875;4.13;
2010-06-07;21.612;;44.5;7.235;
2010-06-08;24.112;;45.75;7.851;
2010-06-09;19.033;1.0;69.0;3.606;0.525
2010-06-10;16.783;;63.167;3.858;
2010-06-11;20.643;;51.286;6.089;
2010-06-12;16.875;1.0;65.125;3.669;0.593
2010-06-13;15.688;;56.375;4.333;
2010-06-14;19.571;;54.857;5.381;
2010-06-15;25.625;;54.0;7.074;
2010-06-16;22.075;;51.0;6.515;
2010-06-17;17.362;;46.5;5.761;
2010-06-18;19.662;;37.875;7.435;
2010-06-19;21.4;;46.333;6.933;
2010-06-20;25.95;;45.75;8.45;
2010-06-21;17.933;0.1;81.5;2.046;0.056
2010-06-22;11.688;1.0;80.5;1.575;0.856
2010-06-23;12.2;0.3;67.375;2.709;0.246
2010-06-24;14.8;;61.375;3.671;
2010-06-25;15.45;7.0;79.5;2.013;4.531
2010-06-26;16.975;0.3;60.625;4.162;0.177
2010-06-27;16.525;;59.75;4.164;
2010-06-28;16.412;6.0;71.75;2.907;3.656
2010-06-29;17.238;1.0;70.25;3.184;0.58
2010-06-30;20.412;;55.0;5.568;
2010-07-01;18.55;22.0;77.75;2.45;11.86
2010-07-02;18.262;;70.375;3.22;
2010-07-03;16.112;2.0;65.125;3.423;1.241
2010-07-04;17.8;;67.875;3.417;
2010-07-05;21.871;;61.714;4.884;
2010-07-06;21.475;0.0;61.5;4.828;0.0
2010-07-07;17.812;0.0;63.625;3.871;0.0
2010-07-08;16.638;0.3;56.75;4.354;0.18
2010-07-09;15.825;1.4;70.125;2.891;0.885
2010-07-10;16.257;;72.714;2.697;
2010-07-11;16.2;6.9;81.75;1.799;4.259
2010-07-12;17.05;2.0;77.125;2.349;1.173
2010-07-13;16.914;0.3;81.857;1.851;0.177
2010-07-14;21.675;2.0;65.25;4.396;0.923
2010-07-15;24.012;;54.5;6.347;
2010-07-16;25.288;;54.5;6.681;
2010-07-17;24.762;;63.5;5.248;
2010-07-18;22.362;3.0;77.0;2.996;1.342
2010-07-19;17.575;2.0;67.625;3.407;1.138
2010-07-20;15.85;;69.25;2.979;
2010-07-21;14.762;;64.875;3.225;
2010-07-22;17.1;;55.0;4.631;
2010-07-23;14.65;10.0;83.167;1.537;6.826
2010-07-24;19.3;;69.5;3.476;
2010-07-25;21.775;;59.75;5.113;
2010-07-26;21.117;3.0;65.833;4.219;1.421
2010-07-27;10.9;7.0;90.375;0.72;6.422
2010-07-28;11.575;0.7;70.125;2.321;0.605
2010-07-29;13.938;;64.5;3.125;
2010-07-30;15.125;;64.875;3.284;
2010-07-31;15.562;1.0;80.875;1.827;0.643
2010-08-01;15.075;;61.375;3.602;
2010-08-02;15.162;;59.375;3.805;
2010-08-03;18.562;0.1;57.625;4.669;0.054
2010-08-04;18.5;1.0;71.625;3.118;0.541
2010-08-05;17.438;;84.375;1.634;
2010-08-06;17.388;;68.375;3.299;
2010-08-07;21.312;;72.125;3.472;
2010-08-08;21.788;0.5;73.625;3.352;0.229
2010-08-09;16.5;0.8;72.75;2.725;0.485
2010-08-10;16.112;;63.625;3.57;
2010-08-11;14.475;0.3;65.75;3.099;0.207
2010-08-12;14.912;;65.125;3.226;
2010-08-13;18.125;;58.0;4.535;
2010-08-14;17.362;1.0;72.125;2.905;0.576
2010-08-15;13.975;0.5;77.125;2.018;0.358
2010-08-16;10.357;1.0;81.0;1.379;0.966
2010-08-17;15.112;;79.75;1.892;
2010-08-18;17.05;;63.875;3.709;
2010-08-19;14.05;;61.5;3.409;
2010-08-20;19.712;;46.125;6.254;
2010-08-21;23.4;;56.75;5.883;
2010-08-22;24.15;;49.125;7.136;
2010-08-23;19.762;3.0;73.625;3.069;1.518
2010-08-24;13.325;;63.75;3.092;
2010-08-25;16.438;;66.5;3.34;
2010-08-26;17.138;0.9;69.0;3.196;0.525
2010-08-27;16.888;;67.25;3.336;
2010-08-28;18.462;;65.0;3.839;
2010-08-29;20.529;;68.0;3.851;
2010-08-30;20.275;;62.5;4.463;
2010-08-31;22.775;;54.375;6.047;
2010-09-01;25.275;;54.5;6.9;
2010-09-02;14.913;0.4;78.75;2.031;0.268
2010-09-03;12.4;;65.286;2.913;
2010-09-04;10.512;;60.625;2.979;
2010-09-05;16.188;;56.5;4.428;
2010-09-06;19.512;;47.75;6.212;
2010-09-07;17.275;;62.5;4.021;
2010-09-08;22.875;;44.25;7.667;
2010-09-09;11.862;;56.25;3.567;
2010-09-10;9.65;0.3;61.875;2.746;
2010-09-11;7.875;4.0;74.75;1.637;
2010-09-12;4.362;4.3;75.875;1.248;
2010-09-13;5.45;;60.125;2.218;
2010-09-14;6.075;;72.75;1.579;
2010-09-15;6.388;0.3;72.625;1.618;
2010-09-16;8.1;0.8;67.5;2.136;
2010-09-17;10.088;4.0;78.25;1.607;3.965
2010-09-18;4.55;;72.375;1.447;
2010-09-19;5.625;0.0;66.75;1.871;
2010-09-20;8.388;;64.5;2.374;
2010-09-21;13.538;;54.875;4.021;
2010-09-22;13.95;;65.375;3.152;
2010-09-23;9.986;0.5;69.571;2.235;
2010-09-24;8.188;0.3;74.375;1.693;
2010-09-25;9.775;;73.25;1.941;
2010-09-26;11.625;;60.125;3.209;
2010-09-27;13.712;;56.75;3.889;
2010-09-28;13.125;0.0;68.125;2.78;0.0
2010-09-29;10.175;5.4;87.625;0.919;5.307
2010-09-30;11.662;2.4;78.0;1.774;2.058
2010-10-01;17.338;;47.75;5.438;
2010-10-02;13.3;0.0;63.875;3.077;0.0
2010-10-03;6.838;6.0;83.75;0.956;
2010-10-04;4.975;;70.75;1.526;
2010-10-05;4.012;;62.5;1.833;
2010-10-06;2.688;0.0;72.25;1.235;
2010-10-07;2.25;;69.625;1.31;
2010-10-08;3.012;1.3;90.875;0.416;
2010-10-09;6.6;5.0;91.875;0.471;
2010-10-10;7.238;1.1;83.5;0.996;
2010-10-11;7.988;;73.375;1.682;
2010-10-12;9.588;;66.125;2.353;
2010-10-13;8.743;;60.0;2.644;
2010-10-14;10.467;;60.167;2.909;
2010-10-15;8.462;;62.25;2.454;
2010-10-16;6.325;5.0;83.25;0.954;
2010-10-17;4.1;4.0;75.625;1.199;
2010-10-18;6.362;;67.875;1.835;
2010-10-19;1.425;0.0;81.5;0.75;
2010-10-20;0.837;0.0;77.625;0.867;
2010-10-21;0.488;0.0;71.25;1.084;
2010-10-22;1.638;0.6;80.0;0.824;
2010-10-23;2.412;;70.5;1.287;
2010-10-24;4.6;;62.5;1.908;
2010-10-25;3.588;;69.875;1.43;
2010-10-26;2.55;;72.25;1.223;
2010-10-27;2.95;;72.0;1.27;
2010-10-28;3.488;;66.125;1.596;
2010-10-29;4.638;;58.625;2.11;
2010-10-30;3.85;;67.25;1.583;
