date,station_id,SPEI3,SPEI6,SPEI9,SPEI12
1929-01-01,17030,,,,
1929-02-01,17030,,,,
1929-03-01,17030,0.9576929710777368,,,
1929-04-01,17030,1.068693979177911,,,
1929-05-01,17030,0.04769395749280806,,,
1929-06-01,17030,-0.8674065603912097,0.2029792699425519,,
1929-07-01,17030,-2.1573574647160902,-0.37046053337016643,,
1929-08-01,17030,-1.798403512309171,-1.14201885063023,,
1929-09-01,17030,0.3778514830512905,-0.2457750385480237,0.2804371990540791,
1929-10-01,17030,-0.06500222023313874,-1.0831609188631883,-0.33189583264718886,
1929-11-01,17030,0.290761304917818,-0.5461702356906164,-0.5263078750249345,
1929-12-01,17030,-0.7643169059928437,-0.39786093928026367,-0.7566206159251824,-0.21752586246647357
1930-01-01,17030,0.32762348472943836,0.045224961733620755,-0.6673300527058202,-0.1384410257947385
1930-02-01,17030,0.26723040709894824,0.2713746088311609,-0.38565386552422926,-0.3638091628736932
1930-03-01,17030,-0.11196512462770011,-0.7667028895185332,-0.4253740814341876,-0.7488705738506791
1930-04-01,17030,-1.0244809800669858,-0.4191553984796614,-0.41819048857742064,-1.041917748279506
1930-05-01,17030,-0.3237643439160356,-0.07343018024828471,0.06683126875342031,-0.5397853555547322
1930-06-01,17030,0.7880912446960517,0.451490921745715,-0.24472241394594,-0.040078149127463165
1930-07-01,17030,0.7174992099528177,-0.2092952834941683,-0.04173975585672798,-0.11317473675616238
1930-08-01,17030,0.0287120741334004,-0.28461271573792596,-0.21024855955206848,-0.05838506748239842
1930-09-01,17030,-1.3183700055356007,-0.3450914330076951,-0.4304719478405933,-0.8338003985568012
1930-10-01,17030,-0.8122528196227244,-0.15957697048535519,-0.6938850869371704,-0.4729562953641058
1930-11-01,17030,-0.34283769903613487,-0.2662615251053482,-0.44817729570974646,-0.3648024649889295
1930-12-01,17030,0.4037693950366854,-0.5273199337268972,-0.10437060907955273,-0.15469941899287623
1931-01-01,17030,-0.38816214324989406,-0.9098735771284202,-0.4000011148587077,-0.7723433887475902
1931-02-01,17030,-1.4202087585053627,-1.1926872872076617,-1.037775392836078,-1.0703555399510885
1931-03-01,17030,-1.8995153575341244,-1.0000854798815744,-1.4703396615722395,-0.9835651600039874
1931-04-01,17030,-0.35376174109620095,-0.5370668848633476,-0.9524693897343249,-0.5358407772503566
1931-05-01,17030,0.16943345642405253,-1.057077046995921,-1.0512061577178515,-0.9461520798622988
1931-06-01,17030,1.0356551506852578,-0.6921707625170405,-0.2810298961094376,-0.8377378072889523
1931-07-01,17030,0.45120567263059136,0.01787496465918151,-0.31612611833847537,-0.7669668582873288
1931-08-01,17030,0.4743747567894065,0.3491008467387522,-0.698560037509897,-0.8164869279854611
1931-09-01,17030,-0.9151048034772201,0.08946379946118468,-1.1867562237252893,-0.7263740947141698
1931-10-01,17030,-1.8235920122903433,-1.016759223404531,-1.0656875392511778,-1.1080988833015328
1931-11-01,17030,-1.4922976895656546,-0.8318727091368882,-0.7016649836100173,-1.4668789409632323
1931-12-01,17030,-0.6934346488408893,-1.1695821878210118,-0.4642463443602036,-1.5072697029708455
1932-01-01,17030,0.1562881848517538,-1.10895208017426,-0.7241627217169022,-0.793289181967662
1932-02-01,17030,0.44441717758423527,-0.8631910376359292,-0.4854286473299931,-0.4058770534445257
1932-03-01,17030,0.44446704210861016,-0.3580948724285691,-0.778723115007245,-0.2398096193386933
1932-04-01,17030,0.9789484395891433,0.6499452019574185,-0.4702117522603035,-0.259279940004499
1932-05-01,17030,1.1871884441400828,1.0556746679462607,-0.17506673495870312,0.03754658671591379
1932-06-01,17030,0.6016734701194023,0.6848790411987384,-0.015662240710280703,-0.4449706191680384
1932-07-01,17030,-0.16046189791170604,0.5227803682072385,0.3849923258222411,-0.583238193103105
1932-08-01,17030,-1.138114404018008,0.159147654187874,0.2527866657314068,-0.6819280801014042
1932-09-01,17030,-0.961189737615003,-0.3013030406918462,-0.06890695160859296,-0.5214258468687765
1932-10-01,17030,-2.096827323200831,-1.6893197963735083,-0.7768876052663906,-0.6227391347544995
