date;temperature;precipitation;humidity;evaporation;GTK
2020-02-18;-7.613;1.1;81.5;0.347;
2020-02-19;-6.762;3.0;85.125;0.307;
2020-02-20;-2.55;3.0;87.625;0.387;
2020-02-21;-4.138;2.6;76.125;0.645;
2020-02-22;-4.5;1.0;82.625;0.453;
2020-02-23;-2.112;0.4;83.125;0.549;
2020-02-24;-2.462;0.0;70.875;0.918;
2020-02-25;-5.6;0.0;77.75;0.52;
2020-02-26;-7.988;0.1;79.5;0.368;
2020-02-27;-4.275;1.0;72.625;0.73;
2020-02-28;-1.3;2.9;82.125;0.623;
2020-02-29;-0.4;2.9;83.375;0.624;
2020-03-01;0.288;0.0;74.625;0.942;
2020-03-02;0.287;0.0;70.0;1.114;
2020-03-03;-2.175;0.0;74.125;0.783;
2020-03-04;-4.175;1.0;84.375;0.393;
2020-03-05;-3.05;4.0;86.625;0.374;
2020-03-06;-10.825;0.1;66.0;0.397;
2020-03-07;-15.325;0.0;67.25;0.178;
2020-03-08;-9.2;2.5;75.25;0.359;
2020-03-09;-5.112;1.2;81.25;0.431;
2020-03-10;-5.35;5.0;73.875;0.586;
2020-03-11;-9.088;0.0;71.125;0.425;
2020-03-12;-4.037;0.0;69.875;0.769;
2020-03-13;-1.525;0.0;53.875;1.476;
2020-03-14;-1.262;0.0;55.625;1.452;
2020-03-15;2.45;0.0;73.75;1.148;
2020-03-16;3.325;0.0;66.75;1.549;
2020-03-17;0.075;0.0;65.375;1.264;
2020-03-18;0.125;1.0;73.75;0.962;
2020-03-19;-1.225;0.0;73.875;0.857;
2020-03-20;0.488;0.0;72.0;1.056;
2020-03-21;2.7;0.0;60.375;1.765;
2020-03-22;1.775;0.3;73.25;1.114;
2020-03-23;-5.662;0.0;50.375;1.077;
2020-03-24;-9.05;0.0;50.5;0.731;
2020-03-25;-6.6;0.0;60.0;0.786;
2020-03-26;-3.85;0.0;68.875;0.808;
2020-03-27;-1.975;0.1;69.125;0.95;
2020-03-28;0.688;2.0;74.25;0.987;
2020-03-29;-0.071;0.0;67.714;1.165;
2020-03-30;1.988;0.0;62.875;1.57;
2020-03-31;3.375;0.0;57.0;2.01;
2020-04-01;4.412;0.0;48.625;2.667;
2020-04-02;6.413;0.0;41.375;3.471;
2020-04-03;5.262;0.3;65.5;1.896;
2020-04-04;2.525;0.0;52.5;2.159;
2020-04-05;5.188;0.0;41.75;3.185;
2020-04-06;5.925;0.0;45.125;3.149;
2020-04-07;8.225;0.0;62.0;2.517;
2020-04-08;5.4;0.0;48.625;2.849;
2020-04-09;2.862;0.0;46.75;2.48;
2020-04-10;3.137;0.1;65.5;1.639;
2020-04-11;5.088;0.0;60.75;2.132;
2020-04-12;7.387;0.0;40.5;3.745;
2020-04-13;8.55;0.0;35.375;4.365;
2020-04-14;10.675;0.0;51.125;3.732;0.0
2020-04-15;7.562;3.0;61.25;2.465;
2020-04-16;7.3;0.0;51.75;3.02;
2020-04-17;9.912;0.0;45.25;4.004;
2020-04-18;11.25;0.0;35.625;5.076;0.0
2020-04-19;12.288;0.0;27.375;6.058;0.0
2020-04-20;14.0;0.0;34.375;5.989;0.0
2020-04-21;17.362;0.0;26.125;7.954;0.0
2020-04-22;18.588;0.0;26.375;8.393;0.0
2020-04-23;21.988;0.0;20.375;10.548;0.0
2020-04-24;16.212;0.0;42.375;5.872;0.0
2020-04-25;11.45;0.0;52.0;3.826;0.0
2020-04-26;11.138;0.0;36.375;4.985;0.0
2020-04-27;13.338;0.0;31.25;6.063;0.0
2020-04-28;11.4;2.0;56.125;3.488;1.754
2020-04-29;17.162;0.7;62.25;4.026;0.408
2020-04-30;15.9;0.0;53.75;4.642;0.0
2020-05-01;9.5;3.0;71.875;1.944;
2020-05-02;10.975;5.0;62.625;2.809;4.556
2020-05-03;14.625;0.0;47.875;4.752;0.0
2020-05-04;7.7;14.0;80.0;1.242;
2020-05-05;6.112;2.0;68.0;1.799;
2020-05-06;7.762;2.0;66.0;2.119;
2020-05-07;13.862;1.0;55.0;3.946;0.721
2020-05-08;15.175;0.0;42.5;5.389;0.0
2020-05-09;17.438;0.0;42.0;6.065;0.0
2020-05-10;21.1;0.0;37.375;7.728;0.0
2020-05-11;22.412;0.0;30.625;9.055;0.0
2020-05-12;23.238;0.0;33.375;9.002;0.0
2020-05-13;23.287;0.0;39.0;8.259;0.0
2020-05-14;20.5;0.0;43.5;6.792;0.0
2020-05-15;18.85;0.0;40.125;6.685;0.0
2020-05-16;18.712;0.4;57.25;4.743;0.214
2020-05-17;19.725;0.8;49.75;5.836;0.406
2020-05-18;22.325;0.0;47.25;6.86;0.0
2020-05-19;23.712;0.0;39.25;8.37;0.0
2020-05-20;19.162;0.0;50.25;5.634;0.0
2020-05-21;13.475;9.0;81.125;1.622;6.679
2020-05-22;16.262;0.0;70.875;2.879;0.0
2020-05-23;18.325;0.0;58.0;4.578;0.0
2020-05-24;18.2;0.0;56.5;4.714;0.0
2020-05-25;17.3;6.0;77.625;2.325;3.468
2020-05-26;22.288;0.0;59.0;5.323;0.0
2020-05-27;11.362;0.3;55.625;3.407;0.264
2020-05-28;12.475;0.0;53.625;3.782;0.0
2020-05-29;16.65;0.0;48.875;5.15;0.0
2020-05-30;16.188;5.0;61.5;3.792;3.089
2020-05-31;13.012;4.0;72.75;2.286;3.074
2020-06-01;15.588;2.0;62.75;3.682;1.283
2020-06-02;15.912;3.0;68.0;3.214;1.885
2020-06-03;12.875;0.0;55.625;3.819;0.0
2020-06-04;12.0;0.0;48.375;4.24;0.0
2020-06-05;9.475;3.0;70.625;2.095;
2020-06-06;12.225;0.5;67.875;2.671;0.409
2020-06-07;18.225;0.0;58.375;4.666;0.0
2020-06-08;17.725;0.9;54.625;4.97;0.508
2020-06-09;16.475;7.0;54.875;4.657;4.249
2020-06-10;14.7;1.0;61.0;3.688;0.68
2020-06-11;17.9;0.0;62.125;4.182;0.0
2020-06-12;22.4;0.0;57.5;5.729;0.0
2020-06-13;22.712;5.5;58.125;5.72;2.422
2020-06-14;19.25;0.0;49.25;5.962;0.0
2020-06-15;14.412;0.0;48.375;4.811;0.0
2020-06-16;14.712;0.0;54.125;4.341;0.0
2020-06-17;18.2;0.0;44.375;6.229;0.0
2020-06-18;18.325;0.0;62.25;4.252;0.0
2020-06-19;13.9;2.9;67.625;2.939;2.086
2020-06-20;11.738;1.0;64.25;2.895;0.852
2020-06-21;14.175;7.0;60.875;3.603;4.938
2020-06-22;19.662;0.0;40.375;7.136;0.0
2020-06-23;21.325;0.0;46.75;6.856;0.0
2020-06-24;22.55;0.0;51.25;6.613;0.0
2020-06-25;21.688;0.0;48.125;6.784;0.0
2020-06-26;22.338;0.0;50.0;6.723;0.0
2020-06-27;24.838;0.0;50.0;7.451;0.0
2020-06-28;18.625;0.0;49.125;5.809;0.0
2020-06-29;20.975;0.0;37.125;7.974;0.0
2020-06-30;22.438;0.0;36.5;8.574;0.0
2020-07-01;23.112;0.0;43.375;7.611;0.0
2020-07-02;21.975;16.0;71.375;3.668;7.281
2020-07-03;22.1;2.0;73.0;3.478;0.905
2020-07-04;23.612;0.0;56.0;6.038;0.0
2020-07-05;22.538;0.6;58.125;5.495;0.266
2020-07-06;19.838;0.0;72.625;3.196;0.0
2020-07-07;21.912;0.4;59.5;5.175;0.183
2020-07-08;23.338;0.0;49.875;6.8;0.0
2020-07-09;23.5;3.0;62.25;5.156;1.277
2020-07-10;19.65;8.0;71.375;3.314;4.071
2020-07-11;19.45;0.0;63.25;4.216;0.0
2020-07-12;22.05;0.0;58.375;5.35;0.0
2020-07-13;20.45;5.0;72.0;3.358;2.445
2020-07-14;22.612;0.0;58.625;5.446;0.0
2020-07-15;20.8;0.0;47.625;6.379;0.0
2020-07-16;21.75;0.0;46.875;6.742;0.0
2020-07-17;25.738;0.0;55.0;6.726;0.0
2020-07-18;22.212;0.0;44.5;7.183;0.0
2020-07-19;23.088;0.0;45.0;7.385;0.0
2020-07-20;24.362;0.0;57.125;6.066;0.0
2020-07-21;19.662;0.0;65.5;3.996;0.0
2020-07-22;18.375;0.0;62.875;4.056;0.0
2020-07-23;16.912;3.0;63.0;3.774;1.774
2020-07-24;18.338;0.0;47.875;5.684;0.0
2020-07-25;17.588;11.0;71.0;3.054;6.254
2020-07-26;17.362;2.0;77.25;2.371;1.152
2020-07-27;18.512;4.5;67.25;3.6;2.431
2020-07-28;19.225;0.0;64.0;4.088;0.0
2020-07-29;18.825;4.1;71.375;3.192;2.178
2020-07-30;17.25;13.0;67.625;3.356;7.536
2020-07-31;15.675;3.0;70.625;2.822;1.914
2020-08-01;19.438;1.0;64.25;4.099;0.514
2020-08-02;22.45;0.0;55.875;5.769;0.0
2020-08-03;23.462;0.0;46.5;7.296;0.0
2020-08-04;24.25;0.0;46.25;7.57;0.0
2020-08-05;23.362;0.0;44.625;7.52;0.0
2020-08-06;22.788;0.0;52.0;6.365;0.0
2020-08-07;21.238;0.3;69.0;3.848;0.141
2020-08-08;22.188;2.0;67.25;4.234;0.901
2020-08-09;24.262;0.0;57.125;6.042;0.0
2020-08-10;24.862;0.0;51.5;7.002;0.0
2020-08-11;24.962;0.0;49.75;7.283;0.0
2020-08-12;22.012;0.0;63.875;4.636;0.0
2020-08-13;19.175;3.4;73.75;2.974;1.773
2020-08-14;18.112;2.0;80.125;2.145;1.104
2020-08-15;17.25;0.0;74.0;2.695;0.0
2020-08-16;17.4;0.0;69.75;3.158;0.0
2020-08-17;20.4;0.0;62.875;4.443;0.0
2020-08-18;20.025;0.8;67.0;3.884;0.4
2020-08-19;17.525;4.3;68.0;3.36;2.454
2020-08-20;16.8;2.0;64.75;3.576;1.19
2020-08-21;17.338;0.0;54.25;4.762;0.0
2020-08-22;16.112;7.0;68.625;3.079;4.344
2020-08-23;16.588;2.0;71.0;2.912;1.206
2020-08-24;16.038;6.0;76.125;2.335;3.741
2020-08-25;15.912;0.0;71.25;2.794;0.0
2020-08-26;14.612;2.0;75.375;2.244;1.369
2020-08-27;16.2;12.0;79.0;2.07;7.407
2020-08-28;17.262;0.0;67.0;3.422;0.0
2020-08-29;17.588;0.0;62.25;3.976;0.0
2020-08-30;19.612;0.0;60.625;4.55;0.0
2020-08-31;18.875;0.0;66.25;3.772;0.0
2020-09-01;18.612;0.1;67.25;3.738;0.054
2020-09-02;17.0;3.0;73.5;2.805;1.765
2020-09-03;21.175;0.0;56.0;5.629;0.0
2020-09-04;10.838;0.0;66.5;2.581;0.0
2020-09-05;8.6;0.4;76.75;1.575;
2020-09-06;9.975;0.1;73.75;1.927;
2020-09-07;10.562;0.0;68.625;2.381;0.0
2020-09-08;8.113;11.0;83.75;1.069;
2020-09-09;9.212;0.0;82.125;1.255;
2020-09-10;9.488;0.0;78.375;1.543;
2020-09-11;12.0;1.0;73.875;2.146;0.833
2020-09-12;12.75;0.0;67.25;2.8;0.0
2020-09-13;13.925;0.0;53.375;4.239;0.0
2020-09-14;14.3;0.0;53.125;4.344;0.0
2020-09-15;14.9;0.0;52.625;4.525;0.0
2020-09-16;14.438;0.0;63.125;3.441;0.0
2020-09-17;15.588;0.5;56.375;4.312;0.321
2020-09-18;11.15;1.6;73.25;2.097;1.435
2020-09-19;11.6;1.0;73.0;2.17;0.862
2020-09-20;15.025;0.0;59.875;3.857;0.0
2020-09-21;15.775;0.0;55.5;4.439;0.0
2020-09-22;13.45;0.0;46.75;4.723;0.0
2020-09-23;9.125;0.7;68.25;2.218;
2020-09-24;8.7;6.0;75.0;1.704;
2020-09-25;8.025;0.3;79.125;1.366;
2020-09-26;8.0;4.0;72.75;1.781;
2020-09-27;7.85;0.0;68.625;2.031;
2020-09-28;7.762;0.0;69.375;1.972;
2020-09-29;6.012;19.1;68.625;1.811;
2020-09-30;4.25;0.0;59.875;2.06;
2020-10-01;5.412;0.0;72.75;1.463;
2020-10-02;5.9;0.0;73.0;1.497;
2020-10-03;7.925;0.0;74.125;1.629;
2020-10-04;8.725;0.0;67.375;2.155;
2020-10-05;1.9;1.3;76.125;1.003;
2020-10-06;0.338;0.0;73.625;0.983;
2020-10-07;1.6;5.0;74.75;1.037;
2020-10-08;-0.488;1.0;72.625;0.955;
2020-10-09;1.075;0.4;74.5;1.007;
2020-10-10;1.538;1.5;85.25;0.603;
2020-10-11;4.037;2.0;91.75;0.404;
2020-10-12;5.738;4.0;90.5;0.521;
2020-10-13;7.438;7.6;82.875;1.046;
2020-10-14;7.438;0.0;75.75;1.482;
2020-10-15;9.388;0.0;62.75;2.558;
2020-10-16;5.188;3.0;81.625;0.972;
2020-10-17;10.388;0.0;54.5;3.308;0.0
2020-10-18;6.375;0.3;51.0;2.801;
2020-10-19;1.425;0.0;59.625;1.637;
2020-10-20;5.675;0.0;56.75;2.363;
2020-10-21;9.175;0.0;46.0;3.662;
2020-10-22;7.225;0.0;55.625;2.676;
2020-10-23;2.15;0.4;70.25;1.273;
2020-10-24;-1.175;3.0;81.5;0.61;
2020-10-25;-2.5;0.9;73.625;0.775;
2020-10-26;3.162;9.0;91.125;0.409;
2020-10-27;7.788;2.0;60.5;2.466;
2020-10-28;1.638;4.0;83.25;0.69;
2020-10-29;-4.5;1.0;73.875;0.637;
2020-10-30;0.4;10.0;91.75;0.309;
2020-10-31;1.362;0.3;86.375;0.55;
2020-11-01;2.1;0.0;82.375;0.777;
2020-11-02;1.638;1.0;81.0;0.809;
2020-11-03;-1.088;0.1;82.375;0.605;
2020-11-04;-1.825;2.2;81.125;0.608;
2020-11-05;1.362;0.5;79.5;0.855;
2020-11-06;1.888;0.9;84.5;0.672;
2020-11-07;4.225;0.0;70.625;1.505;
2020-11-08;7.362;0.0;49.375;3.181;
2020-11-09;5.625;0.0;62.0;2.138;
2020-11-10;1.925;5.0;85.375;0.636;
2020-11-11;1.6;2.1;78.0;0.934;
2020-11-12;-1.312;1.4;73.25;0.901;
2020-11-13;-3.55;9.4;84.375;0.431;
2020-11-14;-5.175;2.2;83.5;0.389;
2020-11-15;-5.55;0.0;84.5;0.352;
2020-11-16;-6.475;4.0;82.0;0.371;
2020-11-17;-13.825;0.2;83.375;0.125;
2020-11-18;-14.038;1.3;81.625;0.132;
2020-11-19;-11.975;0.5;78.125;0.223;
2020-11-20;-6.65;0.0;83.5;0.333;
2020-11-21;-5.475;0.0;74.125;0.592;
2020-11-22;-6.85;0.0;73.5;0.524;
2020-11-23;-5.238;0.0;79.5;0.48;
2020-11-24;-4.55;0.3;80.875;0.48;
2020-11-25;-5.562;0.0;75.25;0.561;
2020-11-26;-11.625;0.6;83.875;0.173;
2020-11-27;-10.7;0.0;79.375;0.253;
2020-11-28;-11.9;0.0;80.375;0.202;
2020-11-29;-12.225;0.0;79.625;0.2;
2020-11-30;-11.188;0.0;87.25;0.146;
2020-12-01;-14.375;0.0;82.625;0.114;
2020-12-02;-15.338;0.2;79.375;0.112;
2020-12-03;-13.362;0.0;81.5;0.145;
2020-12-04;-17.412;0.0;81.875;0.061;
2020-12-05;-16.5;0.0;80.0;0.084;
2020-12-06;-16.888;0.0;79.5;0.078;
2020-12-07;-16.5;0.0;79.125;0.088;
2020-12-08;-12.962;8.0;83.0;0.143;
2020-12-09;-15.862;0.6;81.75;0.088;
2020-12-10;-14.488;3.5;83.5;0.106;
2020-12-11;-8.038;2.2;74.375;0.428;
2020-12-12;-10.312;0.3;79.25;0.26;
2020-12-13;-12.1;0.0;77.25;0.22;
2020-12-14;-11.512;0.5;80.75;0.203;
2020-12-15;-10.4;2.7;82.0;0.223;
2020-12-16;-13.138;1.3;81.125;0.154;
2020-12-17;-10.488;1.5;73.25;0.327;
2020-12-18;-9.25;0.0;67.875;0.463;
2020-12-19;-7.112;0.0;67.625;0.601;
2020-12-20;-9.925;2.0;75.75;0.32;
2020-12-21;-17.362;3.0;79.125;0.071;
