station_id,country,region,station_name,lat,lon,elevation,year,Tem1,Tem2,Tem3,Tem4,Tem5,Tem6,Tem7,Tem8,Tem9,Tem10,Tem11,Tem12,Os1,Os2,Os3,Os4,Os5,Os6,Os7,Os8,Os9,Os10,Os11,Os12
17237,Турция,Турция,,,,,1999,7.3,7.6,10.8,15.6,21.8,24.7,27.9,27.6,22.7,18.4,12.0,8.8,145.0,108.0,-999.9,-999.9,-999.9,42.0,18.0,81.0,-999.9,-999.9,4.0,-999.9
17237,Турция,Турция,,,,,2000,2.5,6.0,8.2,15.8,19.6,24.8,29.1,27.4,23.1,16.7,13.3,7.6,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
17237,Турция,Турция,,,,,2001,8.3,7.6,14.7,15.1,19.9,25.9,29.4,28.6,23.7,18.0,11.1,6.3,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
17237,Турция,Турция,,,,,2002,3.6,9.7,11.6,14.0,20.2,25.4,28.2,26.8,21.5,17.0,12.1,5.3,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30.0,57.0,89.0
17237,Турция,Турция,,,,,2003,9.4,3.1,7.5,12.3,21.8,25.5,27.8,28.3,22.5,19.1,12.2,7.6,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,1.0,-999.9,-999.9,-999.9,-999.9
17237,Турция,Турция,,,,,2004,5.4,7.0,11.6,15.1,19.5,25.5,28.3,27.1,23.9,19.1,11.9,8.3,-999.9,-999.9,-999.9,77.0,-999.9,2.0,7.0,0.0,0.0,18.0,70.0,18.0
17237,Турция,Турция,,,,,2005,8.3,7.2,9.8,14.9,20.8,24.5,29.0,28.4,22.6,15.9,10.8,8.6,34.0,86.0,-999.9,-999.9,67.0,16.0,21.0,0.0,-999.9,34.0,103.0,67.0
17237,Турция,Турция,,,,,2006,4.7,7.3,11.0,16.2,20.1,24.7,27.6,29.8,22.8,17.6,10.1,6.7,-999.9,68.0,104.0,44.0,-999.9,47.0,-999.9,0.0,16.0,50.0,32.0,5.0
17237,Турция,Турция,,,,,2007,7.2,8.2,11.8,14.4,22.5,27.2,30.7,29.7,24.0,18.7,11.8,7.3,93.0,77.0,25.0,39.0,17.0,14.0,2.0,3.0,15.0,53.0,98.0,99.0
17237,Турция,Турция,,,,,2008,4.8,6.0,13.5,16.5,20.7,27.2,29.4,30.1,23.5,17.2,13.8,8.5,16.0,34.0,52.0,48.0,0.0,3.0,6.0,17.0,19.0,25.0,78.0,25.0
17237,Турция,Турция,,,,,2009,7.5,7.7,9.9,15.2,20.3,26.4,28.9,28.2,22.6,19.7,11.9,10.4,171.0,166.0,94.0,58.0,66.0,3.0,0.0,0.0,15.0,15.0,119.0,94.0
17237,Турция,Турция,,,,,2010,8.7,10.8,12.4,15.9,21.4,23.6,28.3,30.4,24.7,16.4,15.9,10.3,86.0,112.0,35.0,71.0,34.0,128.0,13.0,7.0,0.0,92.0,14.0,161.0
17237,Турция,Турция,,,,,2011,6.2,7.6,9.9,13.2,17.8,24.2,29.1,28.0,24.9,15.0,8.7,7.7,77.0,63.0,44.0,84.0,121.0,14.0,0.0,0.3,7.0,97.0,0.0,68.0
17237,Турция,Турция,,,,,2012,3.2,5.1,9.7,17.0,19.2,27.6,30.3,28.2,25.2,19.7,13.7,8.7,289.0,101.0,30.0,51.0,56.0,3.0,6.0,15.0,0.0,27.0,51.0,154.0
17237,Турция,Турция,,,,,2013,7.4,9.3,12.3,16.1,22.8,25.8,28.1,28.7,23.1,15.7,13.1,5.7,125.0,113.0,34.0,59.0,22.0,9.0,8.0,3.0,0.0,57.0,79.0,21.0
17237,Турция,Турция,,,,,2014,9.6,9.8,11.6,16.3,19.7,23.6,28.3,28.9,22.6,17.4,12.1,10.4,60.0,12.0,42.0,34.0,67.0,101.0,3.0,9.0,48.0,74.0,30.0,137.0
17237,Турция,Турция,,,,,2015,6.0,7.2,10.2,13.3,20.6,22.2,28.2,28.2,25.7,18.7,13.7,6.7,209.0,112.0,156.0,46.0,66.0,72.0,6.0,18.0,21.0,32.0,26.0,0.0
17237,Турция,Турция,,,,,2016,6.1,12.3,11.9,19.0,19.2,27.6,29.4,28.8,23.0,18.5,11.9,4.0,94.0,15.0,78.0,5.0,68.0,12.0,4.0,23.0,72.0,0.0,64.0,48.0
17237,Турция,Турция,,,,,2017,4.2,8.3,11.9,15.1,19.7,25.1,29.7,27.7,25.2,16.8,10.9,9.3,169.0,0.0,42.0,58.0,56.0,15.0,0.0,25.0,0.3,73.0,46.0,43.0
17237,Турция,Турция,,,,,2018,7.2,10.5,14.0,19.3,21.9,24.3,28.2,28.1,24.7,17.8,12.9,6.8,62.0,44.0,72.0,2.0,61.0,154.0,13.0,15.0,0.5,40.0,51.0,48.0
17237,Турция,Турция,,,,,2019,7.0,8.6,11.8,14.8,21.3,25.1,27.6,29.0,23.8,20.0,14.9,8.9,84.0,16.0,19.0,29.0,10.0,35.0,9.0,0.4,25.0,16.0,22.0,100.0
17237,Турция,Турция,,,,,2020,5.8,8.5,11.9,15.8,21.0,24.6,30.0,29.1,26.6,20.0,11.7,10.1,41.0,60.0,47.0,59.0,64.0,17.0,0.2,7.0,36.0,44.0,24.0,31.0
17237,Турция,Турция,,,,,2021,8.3,9.9,9.4,16.4,23.8,24.3,30.4,30.5,23.3,17.5,14.6,9.0,88.0,12.0,77.0,11.0,0.0,20.0,2.0,0.0,4.0,32.0,36.0,143.0
17237,Турция,Турция,,,,,2022,4.4,8.0,6.3,17.5,21.3,25.1,29.1,29.5,24.5,18.5,14.1,10.8,66.0,101.0,78.0,28.0,17.0,70.0,0.6,14.0,6.0,11.0,61.0,61.0
17237,Турция,Турция,,,,,2023,9.2,6.6,12.1,14.4,18.4,23.3,29.8,30.2,25.2,20.2,15.3,11.1,105.0,29.0,63.0,69.0,158.0,104.0,0.7,8.0,26.0,5.0,74.0,37.0
17237,Турция,Турция,,,,,2024,8.6,10.6,12.8,20.1,20.8,31.1,30.9,30.7,24.9,19.0,12.3,10.1,60.0,54.0,61.0,15.0,45.0,0.6,45.0,10.0,6.0,1.0,52.0,98.0
17237,Турция,Турция,,,,,2025,9.8,6.1,14.6,14.7,21.5,27.8,31.5,29.9,25.6,17.9,15.2,8.9,40.0,12.0,20.0,115.0,59.0,15.0,9.0,39.0,11.0,49.0,39.0,66.0
17237,Турция,Турция,,,,,2026,8.3,10.3,11.0,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,128.0,168.0,54.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9
